id,latitude,longitude,location,vehicle_number,vehicle_type,description,violation_type,offence_code,created_datetime,closed_datetime,modified_datetime,device_id,created_by_id,center_code,police_station,data_sent_to_scita,junction_name,action_taken_timestamp,data_sent_to_scita_timestamp,updated_vehicle_number,updated_vehicle_type,validation_status,validation_timestamp
FKID000547,12.9629334,77.6028822,"Alexander Road, Skyline Residency Apartment, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",FKN00GL0539,CAR,,"[""NO PARKING""]",[113],2023-11-30 06:05:46+00,,2023-11-30 06:22:03.643855+00,FKDEV00194,FKUSR00194,8.0,Ashok Nagar,True,BTP172 - Nanjappa Circle,,,FKN00GL0539,CAR,approved,2023-11-30 20:25:04.577+00
FKID000548,12.9643016,77.5536757,"Hosahalli Main Road, Umar Farooq Nagar, Padarayanapura, Bengaluru, Karnataka. Pin-560018 (India)",FKN00GL0540,SCOOTER,,"[""WRONG PARKING""]",[112],2023-11-30 06:21:46+00,,2023-11-30 06:22:36.660799+00,FKDEV00198,FKUSR00198,29.0,Magadi Road,True,No Junction,,,FKN00GL0540,SCOOTER,approved,2023-11-30 20:25:14.755+00
FKID000549,13.0077663,77.5711675,"Sri Venkataranga Ayangar Road, Malleshwaram 18th Cross Junction, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",FKN00GL0541,CAR,,"[""WRONG PARKING""]",[112],2024-03-22 22:28:46+00,,2024-03-22 22:46:14.19403+00,FKDEV00067,FKUSR00067,19.0,Malleshwaram,True,No Junction,,2024-04-09 19:55:53.794757+00,,,,
FKID000550,13.0629225,77.5923439,"20th Main Road, Block G, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)",FKN00GL0542,CAR,,"[""WRONG PARKING"",""PARKING IN A MAIN ROAD""]","[112,107]",2023-11-30 08:17:46+00,,2023-11-30 08:20:37.841044+00,FKDEV00021,FKUSR00021,,Kodigehalli,True,No Junction,,,FKN00GL0542,CAR,approved,2023-11-30 20:26:00.814+00
FKID000551,12.891979170595883,77.6383297,"Hosur Road, Ozone Manay Tech Park, Garvebhavi Palya, Bengaluru, Karnataka. Pin-560068 (India)",FKN00GL0543,PASSENGER AUTO,,"[""PARKING IN A MAIN ROAD"",""WRONG PARKING""]","[107,112]",2023-11-30 08:00:46+00,,2023-11-30 08:18:39.786895+00,FKDEV00032,FKUSR00032,45.0,HSR Layout,True,No Junction,,,FKN00GL0543,PASSENGER AUTO,approved,2023-11-30 20:25:59.745+00
FKID000552,12.9631011,77.6014899,"Alexander Road, Sky Gardens, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",FKN00GL0544,CAR,,"[""NO PARKING""]",[113],2023-11-30 06:03:46+00,,2023-11-30 06:20:22.637614+00,FKDEV00194,FKUSR00194,8.0,Ashok Nagar,True,BTP172 - Nanjappa Circle,,,FKN00GL0544,CAR,approved,2023-11-30 20:26:02.237+00
FKID000553,12.9652553,77.6037396,"Myrtle Lane, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",FKN00GL0545,SCOOTER,,"[""NO PARKING""]",[113],2023-11-30 05:56:46+00,,2023-11-30 06:19:49.59602+00,FKDEV00194,FKUSR00194,8.0,Ashok Nagar,True,"BTP099 - Cash Pharmacy, Residency Road",,,FKN00GL0545,SCOOTER,rejected,2023-11-30 20:26:07.59+00
FKID000554,12.9834857,77.5768363,"Vishwanath Rao Road, C Ranga Swamy Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0546,LGV,,"[""NO PARKING""]",[113],2023-11-30 06:02:46+00,,2023-11-30 06:17:42.276907+00,FKDEV00200,FKUSR00200,11.0,High ground,True,BTP058 - Subbanna Junction,,,FKN00GL0546,LGV,rejected,2023-11-30 20:26:58.041+00
FKID000555,13.1906117,77.6456191,"Ronald Colaco Road, Sadahalli Gate Junction, Navarathna Agrahara, Bengaluru, Karnataka. Pin-562157 (India)",FKN00GL0547,CAR,,"[""NO PARKING""]",[113],2023-11-17 06:31:46+00,,2023-11-17 07:42:45.163994+00,FKDEV00201,FKUSR00201,40.0,Chikkajala,True,No Junction,,,FKN00GL0547,MAXI-CAB,approved,2023-11-17 19:51:24.638+00
FKID000556,12.9738347,77.5783884,"1st Cross Road, Kempegowda Maharaja Complex, Kempegowda Extension, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL0548,MOTOR CYCLE,,"[""WRONG PARKING""]",[112],2023-11-30 08:07:46+00,,2023-11-30 08:08:55.083978+00,FKDEV00202,FKUSR00202,3.0,Upparpet,True,BTP044 - Sagar Theatre Junction,,,FKN00GL0548,MOTOR CYCLE,approved,2023-11-30 20:27:34.068+00
FKID000557,13.0635554,77.5905084,"20th Main Road, Ganapathinagar, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)",FKN00GL0549,CAR,,"[""WRONG PARKING""]",[112],2023-11-30 07:58:46+00,,2023-11-30 08:08:45.295473+00,FKDEV00021,FKUSR00021,,Kodigehalli,True,No Junction,,,FKN00GL0549,CAR,approved,2023-11-30 20:27:58.29+00
FKID000558,12.9787871,77.581116,"1st Main Road, Railway Officers Enclave, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL0550,SCOOTER,,"[""WRONG PARKING""]",[112],2023-11-30 06:14:46+00,,2023-11-30 06:17:39.743331+00,FKDEV00203,FKUSR00203,3.0,Upparpet,True,BTP058 - Subbanna Junction,,,FKN00GL0550,SCOOTER,rejected,2023-11-30 20:28:16.527+00
FKID000559,13.0627841,77.592537,"20th Main Road, Block G, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)",FKN00GL0551,CAR,,"[""NO PARKING""]",[113],2023-11-30 07:18:46+00,,2023-11-30 08:08:42.924762+00,FKDEV00021,FKUSR00021,,Kodigehalli,True,No Junction,,,FKN00GL0551,CAR,approved,2023-11-30 20:28:30.741+00
FKID000560,12.9645339,77.5764322,"Mysore Road, Sri Krishna Rajendra Market, Chickpete, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL0552,SCOOTER,,"[""WRONG PARKING""]",[112],2023-11-30 01:23:46+00,,2023-11-30 05:43:49.657616+00,FKDEV00187,FKUSR00187,28.0,City Market,True,BTP082 - KR Market Junction,,,FKN00GL0552,SCOOTER,approved,2023-11-30 22:38:35.682+00
FKID000561,13.0074366,77.5712055,"Sri Venkataranga Ayangar Road, Ranganathapura, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",FKN00GL0553,PASSENGER AUTO,,"[""WRONG PARKING""]",[112],2024-03-22 22:29:46+00,,2024-03-22 22:46:15.351968+00,FKDEV00067,FKUSR00067,19.0,Malleshwaram,True,No Junction,,2024-04-09 19:55:53.80305+00,,,,
FKID000562,12.9756973,77.5587718,"G Narayana Kumar Road, Block C, KP Agrahara, Bengaluru, Karnataka. Pin-560023 (India)",FKN00GL0554,SCOOTER,,"[""NO PARKING""]",[113],2023-11-19 01:51:46+00,,2023-11-19 03:18:53.063011+00,FKDEV00204,FKUSR00204,29.0,Magadi Road,True,No Junction,,,FKN00GL0554,SCOOTER,approved,2023-11-19 22:21:55.662+00
FKID000563,12.983961,77.549181,"20th Main Road, Jedehalli, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL0555,PASSENGER AUTO,,"[""NO PARKING"",""PARKING IN A MAIN ROAD""]","[113,107]",2023-11-30 06:10:46+00,,2023-11-30 06:15:18.195979+00,FKDEV00178,FKUSR00178,29.0,Magadi Road,True,"BTP024 - NPS, Vijayanagar",,,FKN00GL0555,PASSENGER AUTO,rejected,2023-11-30 20:29:14.13+00
FKID000564,12.982001091966596,77.53237534189756,,FKN00GL0556,CAR,,"[""NO PARKING""]",[113],2023-11-23 00:20:46+00,,2023-11-25 20:47:54.787657+00,FKDEV00205,FKUSR00205,33.0,Kamakshipalya,True,No Junction,,,FKN00GL0556,CAR,approved,2023-11-25 22:49:17.333+00
FKID000565,12.983961,77.549181,"20th Main Road, Jedehalli, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL0472,OTHERS,,"[""NO PARKING"",""PARKING IN A MAIN ROAD""]","[113,107]",2023-11-30 06:10:46+00,,2023-11-30 06:15:18.913145+00,FKDEV00178,FKUSR00178,29.0,Magadi Road,True,"BTP024 - NPS, Vijayanagar",,,FKN00GL0472,OTHERS,rejected,2023-11-30 20:29:25.589+00
FKID000566,12.983961,77.549181,"20th Main Road, Jedehalli, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL0557,SCOOTER,,"[""NO PARKING""]",[113],2023-11-30 06:09:46+00,,2023-11-30 06:15:17.004653+00,FKDEV00178,FKUSR00178,29.0,Magadi Road,True,"BTP024 - NPS, Vijayanagar",,,FKN00GL0557,SCOOTER,rejected,2023-11-30 20:29:24.668+00
FKID000567,13.0635537,77.5904726,"20th Main Road, Ganapathinagar, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)",FKN00GL0558,CAR,,"[""NO PARKING""]",[113],2023-11-30 08:04:46+00,,2023-11-30 08:06:03.546261+00,FKDEV00170,FKUSR00170,,Kodigehalli,True,No Junction,,,FKN00GL0558,CAR,approved,2023-11-30 20:30:18.501+00
FKID000568,12.9680669,77.5887449,"Kasturba Road, Hudson Circle, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL0559,SCOOTER,,"[""WRONG PARKING""]",[112],2024-03-14 05:06:46+00,,2024-03-14 23:57:41.159113+00,FKDEV00206,FKUSR00206,2.0,Cubbon Park,True,BTP076 - Hudson Circle,,2024-04-01 18:46:53.211356+00,FKN00GL0559,SCOOTER,approved,2024-04-07 06:35:28.968+00
FKID000569,12.9243718,77.5859647,"11th Main Road, Shri Satya Sai Circle, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",FKN00GL0560,CAR,,"[""WRONG PARKING""]",[112],2023-11-19 02:58:46+00,,2023-11-19 03:19:04.322027+00,FKDEV00133,FKUSR00133,25.0,Jayanagara,False,"BTP226 - 33rd Cross, 11th Main, Jayanagar",,,,,,
FKID000570,12.9680762,77.588753,"Kasturba Road, Hudson Circle, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL0561,SCOOTER,,"[""WRONG PARKING""]",[112],2024-03-14 05:06:46+00,,2024-03-14 23:58:05.056345+00,FKDEV00206,FKUSR00206,2.0,Cubbon Park,True,BTP076 - Hudson Circle,,2024-04-01 18:46:53.250587+00,FKN00GL0561,SCOOTER,approved,2024-04-07 06:35:32.817+00
FKID000571,12.9632085,77.5822128,"Sri Narasimha Raj Wadiyar Road, KG Layout, Kumbaragundi, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL0562,LGV,,"[""WRONG PARKING""]",[112],2023-11-30 06:00:46+00,,2023-11-30 06:13:21.0148+00,FKDEV00207,FKUSR00207,12.0,Halasuru Gate,True,"BTP080 - NR Road, SP Road Junction",,,FKN00GL0562,LGV,rejected,2023-11-30 20:30:24.845+00
FKID000572,12.9172518,77.6729184,"Sarjapura Main Road, Divyasree Elan Homes, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL0563,CAR,,"[""PARKING IN A MAIN ROAD"",""NO PARKING""]","[107,113]",2023-11-30 06:10:46+00,,2023-11-30 06:11:50.183001+00,FKDEV00208,FKUSR00208,82.0,Bellandur,True,No Junction,,,FKN00GL0563,CAR,rejected,2023-11-30 20:30:37.973+00
FKID000573,12.9779003,77.5739078,"Major T Ramachandrappa Road, AT Extension, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL0564,CAR,,"[""WRONG PARKING""]",[112],2024-03-09 23:42:46+00,,2024-03-11 02:33:02.572083+00,FKDEV00018,FKUSR00018,3.0,Upparpet,False,BTP045 - Danvanthri Road Junction,,,,,,
FKID000574,13.0035816,77.5692618,"Siddavanahalli Krishna Sharma Road, Paresh Apartment, Kadumalleshwara, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",FKN00GL0565,SCOOTER,,"[""NO PARKING""]",[113],2023-11-30 06:05:46+00,,2023-11-30 06:09:24.950152+00,FKDEV00060,FKUSR00060,19.0,Malleshwaram,True,No Junction,,,FKN00GL0565,SCOOTER,rejected,2023-11-30 20:31:23.9+00
FKID000575,13.0035816,77.5692618,"Siddavanahalli Krishna Sharma Road, Paresh Apartment, Kadumalleshwara, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",FKN00GL0566,SCOOTER,,"[""NO PARKING""]",[113],2023-11-30 06:05:46+00,,2023-11-30 06:08:59.56407+00,FKDEV00060,FKUSR00060,19.0,Malleshwaram,True,No Junction,,,FKN00GL0566,SCOOTER,rejected,2023-11-30 20:32:10.135+00
FKID000576,12.9758233,77.5552914,"9th Main Road, Purva Blubelle, KP Agrahara, Bengaluru, Karnataka. Pin-560023 (India)",FKN00GL0567,CAR,,"[""WRONG PARKING""]",[112],2023-11-30 06:03:46+00,,2023-11-30 06:05:43.69587+00,FKDEV00110,FKUSR00111,29.0,Magadi Road,True,BTP071 - Prasanna Junction,,,FKN00GL0567,CAR,rejected,2023-11-30 20:32:33.574+00
FKID000577,12.9758255,77.5552855,"9th Main Road, Purva Blubelle, KP Agrahara, Bengaluru, Karnataka. Pin-560023 (India)",FKN00GL0568,GOODS AUTO,,"[""WRONG PARKING""]",[112],2023-11-30 06:02:46+00,,2023-11-30 06:05:42.758609+00,FKDEV00110,FKUSR00111,29.0,Magadi Road,True,BTP071 - Prasanna Junction,,,FKN00GL0568,GOODS AUTO,rejected,2023-11-30 20:32:44.574+00
FKID000578,12.983788,77.5773244,"Race Course Cross Road, Madhavanagar Extension, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0569,SCOOTER,,"[""NO PARKING""]",[113],2023-11-30 05:56:46+00,,2023-11-30 06:02:23.618864+00,FKDEV00200,FKUSR00200,11.0,High ground,True,BTP058 - Subbanna Junction,,,FKN00GL0569,SCOOTER,approved,2023-11-30 20:33:37.769+00
FKID000579,12.9837624,77.5776248,"Race Course Cross Road, Madhavanagar Extension, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0570,CAR,,"[""NO PARKING""]",[113],2023-11-30 05:56:46+00,,2023-11-30 06:02:24.167106+00,FKDEV00200,FKUSR00200,11.0,High ground,True,BTP058 - Subbanna Junction,,,FKN00GL0570,CAR,approved,2023-11-30 20:34:07.699+00
FKID000580,12.9544879,77.5439484,"Mysore Road, Bengaluru Body Builders Junction, New Timber Yard Layout, Bengaluru, Karnataka. Pin-560026 (India)",FKN00GL0571,CAR,,"[""WRONG PARKING""]",[112],2023-11-30 05:56:46+00,,2023-11-30 06:01:54.258541+00,FKDEV00197,FKUSR00197,26.0,Byatarayanapura,True,"BTP095 - Satellite Bus Stand, Mysore Road",,,FKN00GL0571,CAR,rejected,2023-11-30 20:34:24.199+00
FKID000581,12.9536609,77.5430127,"Mysore Road, Satellite Bus Stand Junction, New Timber Yard Layout, Bengaluru, Karnataka. Pin-560026 (India)",FKN00GL0572,SCOOTER,,"[""WRONG PARKING""]",[112],2023-11-30 06:00:46+00,,2023-11-30 06:01:57.081731+00,FKDEV00197,FKUSR00197,26.0,Byatarayanapura,True,"BTP095 - Satellite Bus Stand, Mysore Road",,,FKN00GL0572,SCOOTER,rejected,2023-11-30 20:34:21.355+00
FKID000582,12.9536191,77.5427075,"Mysore Road, Satellite Bus Stand Junction, New Timber Yard Layout, Bengaluru, Karnataka. Pin-560026 (India)",FKN00GL0573,SCOOTER,,"[""WRONG PARKING""]",[112],2023-11-30 05:59:46+00,,2023-11-30 06:01:55.874983+00,FKDEV00197,FKUSR00197,26.0,Byatarayanapura,True,"BTP095 - Satellite Bus Stand, Mysore Road",,,FKN00GL0573,SCOOTER,rejected,2023-11-30 20:34:30.887+00
FKID000583,13.0077901,77.5711472,"Sri Venkataranga Ayangar Road, Malleshwaram 18th Cross Junction, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",FKN00GL0574,PASSENGER AUTO,,"[""WRONG PARKING""]",[112],2024-03-22 22:34:46+00,,2024-03-22 22:46:21.54502+00,FKDEV00067,FKUSR00067,19.0,Malleshwaram,True,No Junction,,2024-04-09 19:55:53.819584+00,,,,
FKID000584,13.0072718,77.5711653,"Sri Venkataranga Ayangar Road, Ranganathapura, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",FKN00GL0575,CAR,,"[""WRONG PARKING""]",[112],2024-03-22 22:34:46+00,,2024-03-22 22:46:22.443876+00,FKDEV00067,FKUSR00067,19.0,Malleshwaram,True,No Junction,,2024-04-09 19:55:53.822383+00,,,,
FKID000585,12.934068071777288,77.68976915672452,"Outer Ring Road, Prestige Silver Crest, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL0576,SCOOTER,,"[""NO PARKING"",""WRONG PARKING"",""PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC"",""DOUBLE PARKING"",""PARKING OPPOSITE TO ANOTHER PARKED VEHICLE"",""PARKING IN A MAIN ROAD""]","[113,112,111,109,108,107]",2024-03-14 22:40:46+00,,2024-03-14 23:59:11.086073+00,FKDEV00016,FKUSR00016,13.0,HAL Old Airport,True,No Junction,,2024-04-01 18:48:43.637881+00,FKN00GL0576,SCOOTER,approved,2024-04-06 19:13:57.469+00
FKID000586,13.0270811,77.5788298,"80 Feet Road, MET Layout, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",FKN00GL0577,LGV,,"[""NO PARKING"",""DEFECTIVE NUMBER PLATE""]","[113,116]",2023-11-17 06:36:46+00,,2023-11-17 06:45:55.69296+00,FKDEV00209,FKUSR00209,,Kodigehalli,True,No Junction,,,FKN00GL0577,LGV,rejected,2023-11-17 19:52:37.337+00
FKID000587,12.9173296,77.5734284,,FKN00GL0578,PASSENGER AUTO,,"[""NO PARKING"",""DEFECTIVE NUMBER PLATE""]","[113,116]",2023-12-19 06:18:46+00,,2023-12-19 06:39:22.372198+00,FKDEV00210,FKUSR00210,23.0,Banashankari,False,"BTP115 - Sahasra Hospital, Jayanagar",,,,,,
FKID000588,12.9168208,77.6730716,"Sarjapura Main Road, Divyasree Elan Homes, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL0579,CAR,,"[""PARKING IN A MAIN ROAD"",""NO PARKING""]","[107,113]",2023-11-30 04:54:46+00,,2023-11-30 04:55:15.089825+00,FKDEV00208,FKUSR00208,82.0,Bellandur,True,No Junction,,,FKN00GL0579,CAR,approved,2023-11-30 20:38:31.82+00
FKID000589,13.0161267,77.5308767,"5th Cross Road, Block 3, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",FKN00GL0580,SCHOOL VEHICLE,,"[""NO PARKING""]",[113],2023-11-30 08:02:46+00,,2023-11-30 20:30:40.231789+00,FKDEV00087,FKUSR00087,6.0,Rajajinagar,True,No Junction,,,FKN00GL0580,SCHOOL VEHICLE,approved,2023-11-30 20:39:05.595+00
FKID000590,13.0463331,77.750511,"MBT Road, Subhams Antique City, Konadasapura, Bengaluru, Karnataka. Pin-560049 (India)",FKN00GL0581,SCOOTER,,"[""NO PARKING""]",[113],2023-11-30 05:02:46+00,,2023-11-30 09:45:10.800398+00,FKDEV00211,FKUSR00211,15.0,K.R. Pura,True,No Junction,,,FKN00GL0581,SCOOTER,approved,2023-11-30 20:39:07.532+00
FKID000591,12.9769318,77.5779693,"4th Main Road, Sri Kanakadasa Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL0582,PASSENGER AUTO,,"[""NO PARKING""]",[113],2023-11-30 05:01:46+00,,2023-11-30 05:37:24.876254+00,FKDEV00161,FKUSR00161,3.0,Upparpet,True,BTP044 - Sagar Theatre Junction,,,FKN00GL0582,PASSENGER AUTO,approved,2023-11-30 20:39:18.69+00
FKID000592,12.9769631,77.5780049,"4th Main Road, Sri Kanakadasa Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL0583,CAR,,"[""NO PARKING""]",[113],2023-11-30 05:01:46+00,,2023-11-30 05:36:58.558814+00,FKDEV00161,FKUSR00161,3.0,Upparpet,True,BTP044 - Sagar Theatre Junction,,,FKN00GL0583,CAR,approved,2023-11-30 20:39:21.06+00
FKID000593,12.976938,77.5781036,"Y Ramachandra Road, Sri Kanakadasa Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL0584,CAR,,"[""NO PARKING""]",[113],2023-11-30 05:01:46+00,,2023-11-30 05:36:32.664753+00,FKDEV00161,FKUSR00161,3.0,Upparpet,True,BTP044 - Sagar Theatre Junction,,,FKN00GL0584,CAR,approved,2023-11-30 20:39:33.195+00
FKID000594,12.8938405,77.5677178,"Bikasipura Main Road, LMC Industrial Layout, Konanakunte, Bengaluru, Karnataka. Pin-560062 (India)",FKN00GL0585,CAR,,"[""NO PARKING""]",[113],2023-11-30 05:08:46+00,,2023-11-30 05:10:09.1694+00,FKDEV00212,FKUSR00212,35.0,K.S. Layout,True,No Junction,,,FKN00GL0585,CAR,approved,2023-11-30 20:39:45.305+00
FKID000595,12.9976578,77.5833802,"Venkataswamy Raju Road, RV Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",FKN00GL0586,CAR,,"[""NO PARKING""]",[113],2023-11-30 05:11:46+00,,2023-11-30 05:12:11.82486+00,FKDEV00213,FKUSR00213,87.0,Sheshadripuram,True,BTP032 - Windsor Circle,,,FKN00GL0586,CAR,approved,2023-11-30 20:39:43.487+00
FKID000596,12.911555,77.6381267,"14th Main Road, The Metropolitan Cooperative Housing Society, Sector 4, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",FKN00GL0587,SCOOTER,,"[""NO PARKING""]",[113],2023-11-30 04:58:46+00,,2023-11-30 05:07:58.442324+00,FKDEV00182,FKUSR00182,45.0,HSR Layout,True,No Junction,,,FKN00GL0587,SCOOTER,approved,2023-11-30 20:39:47.221+00
FKID000597,12.9781867,77.5756233,"SC Road Cross, RK Puram, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL0588,SCOOTER,,"[""NO PARKING""]",[113],2023-11-30 05:05:46+00,,2023-11-30 05:13:18.256003+00,FKDEV00175,FKUSR00175,3.0,Upparpet,True,BTP057 - Anand Rao Junction,,,FKN00GL0588,SCOOTER,approved,2023-11-30 20:39:41.72+00
FKID000598,12.9770019,77.5773,"Y Ramachandra Road, Kempe Gowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL0589,CAR,,"[""NO PARKING""]",[113],2023-11-30 04:52:46+00,,2023-11-30 04:54:00.512282+00,FKDEV00161,FKUSR00161,3.0,Upparpet,True,BTP040 - Elite Junction,,,FKN00GL0589,CAR,approved,2023-11-30 20:39:52.926+00
FKID000599,12.9934254,77.5546117,"12th Main Road, BSNL Quarters, Block 2, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL0590,SCOOTER,,"[""WRONG PARKING""]",[112],2023-11-30 20:19:46+00,,2023-11-30 20:20:57.745256+00,FKDEV00077,FKUSR00077,6.0,Rajajinagar,True,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",,,FKN00GL0590,SCOOTER,approved,2023-11-30 20:40:00.081+00
FKID000600,12.9638833,77.5847411,"Silver Jubilee Park Road, Town Hall Junction, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL0591,MOTOR CYCLE,,"[""NO PARKING""]",[113],2023-11-30 04:55:46+00,,2023-11-30 05:01:17.674798+00,FKDEV00214,FKUSR00214,12.0,Halasuru Gate,True,BTP079 - Town Hall Junction,,,FKN00GL0591,MOTOR CYCLE,approved,2023-11-30 20:39:50.754+00
FKID000601,12.9123783,77.6380817,"17th Cross Road, The Metropolitan Cooperative Housing Society, Sector 4, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",FKN00GL0592,SCOOTER,,"[""NO PARKING""]",[113],2023-11-30 04:55:46+00,,2023-11-30 05:07:51.458781+00,FKDEV00182,FKUSR00182,45.0,HSR Layout,True,No Junction,,,FKN00GL0592,SCOOTER,approved,2023-11-30 20:39:49.133+00
FKID000602,12.9766149,77.5797709,"1st Main Road, Maharani College Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL0593,MOPED,,"[""WRONG PARKING""]",[112],2023-11-30 05:12:46+00,,2023-11-30 05:32:12.970266+00,FKDEV00193,FKUSR00193,3.0,Upparpet,True,BTP044 - Sagar Theatre Junction,,,FKN00GL0593,MOPED,approved,2023-11-30 20:40:16.607+00
FKID000603,12.9675524,77.578978,"6th Cross Road, Kumberpet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL0594,MOPED,,"[""WRONG PARKING""]",[112],2023-11-30 05:00:46+00,,2023-11-30 05:30:14.141586+00,FKDEV00153,FKUSR00153,12.0,Halasuru Gate,True,BTP082 - KR Market Junction,,,FKN00GL0594,MOPED,approved,2023-11-30 20:40:17.994+00
FKID000604,12.9675279,77.5789589,"6th Cross Road, Kumberpet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL0595,MOPED,,"[""WRONG PARKING""]",[112],2023-11-30 05:00:46+00,,2023-11-30 05:56:47.453117+00,FKDEV00153,FKUSR00153,12.0,Halasuru Gate,True,BTP082 - KR Market Junction,,,FKN00GL0595,MOPED,approved,2023-11-30 20:40:13.006+00
FKID000605,12.9934254,77.5546117,"12th Main Road, BSNL Quarters, Block 2, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL0596,SCOOTER,,"[""NO PARKING""]",[113],2023-11-30 20:17:46+00,,2023-11-30 20:20:31.396614+00,FKDEV00077,FKUSR00077,6.0,Rajajinagar,True,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",,,FKN00GL0596,SCOOTER,approved,2023-11-30 20:40:19.966+00
FKID000606,12.9675404,77.5789642,"6th Cross Road, Kumberpet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL0597,MOPED,,"[""WRONG PARKING""]",[112],2023-11-30 05:00:46+00,,2023-11-30 05:30:14.67726+00,FKDEV00153,FKUSR00153,12.0,Halasuru Gate,True,BTP082 - KR Market Junction,,,FKN00GL0597,MOPED,approved,2023-11-30 20:40:22.759+00
FKID000607,12.9675674,77.5789745,"6th Cross Road, Kumberpet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL0598,MOPED,,"[""WRONG PARKING""]",[112],2023-11-30 05:00:46+00,,2023-11-30 05:30:13.314626+00,FKDEV00153,FKUSR00153,12.0,Halasuru Gate,True,BTP082 - KR Market Junction,,,FKN00GL0598,MOPED,approved,2023-11-30 20:40:30.016+00
FKID000608,12.9675654,77.5789778,"6th Cross Road, Kumberpet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL0599,MOPED,,"[""WRONG PARKING""]",[112],2023-11-30 05:00:46+00,,2023-11-30 05:28:46.218975+00,FKDEV00153,FKUSR00153,12.0,Halasuru Gate,True,BTP082 - KR Market Junction,,,FKN00GL0599,MOPED,approved,2023-11-30 20:40:34.333+00
FKID000609,12.9675827,77.5789793,"6th Cross Road, Kumberpet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL0600,MOPED,,"[""WRONG PARKING""]",[112],2023-11-30 05:00:46+00,,2023-11-30 05:28:45.624919+00,FKDEV00153,FKUSR00153,12.0,Halasuru Gate,True,BTP082 - KR Market Junction,,,FKN00GL0600,MOPED,approved,2023-11-30 20:40:43.714+00
